,Order_Date,Order_ID,Region,City,Customer_Type,Product_Category,Quantity,Unit_Price,Discount_Percent,Revenue
29955,2021-01-03,229955,Central,Bengaluru,New,Furniture,1.0,35090.68,10.0,31581.612
29956,2021-03-03,229956,East,Delhi,New,Accessories,7.0,429.0,25.0,2252.25
29957,2022-12-21,229957,East,Delhi,Returning,Food,5.0,2942.53,5.0,13977.0175
29958,2021-08-29,229958,South,Bengaluru,New,Furniture,7.0,23515.03,5.0,164605.21
29959,2023-01-31,229959,South,Pune,New,Electronics,6.0,38357.85,0.0,230147.1
29960,2022-04-06,229960,Central,Mumbai,Returning,Food,6.0,47358.33,0.0,230147.1
29961,2021-04-26,229961,North,Mumbai,New,Furniture,2.0,44918.72,25.0,67378.08
29962,2023-02-02,229962,Central,Kolkata,New,Clothing,3.0,4898.1,25.0,14694.3
29963,2021-08-27,229963,East,Mumbai,New,Clothing,9.0,36689.49,20.0,264164.328
29964,2022-04-04,229964,West,Hyderabad,Returning,Electronics,1.0,22803.0,15.0,19382.55
29965,2022-01-08,229965,West,Chennai,New,Electronics,1.0,49025.97,10.0,44123.373
29966,2022-02-06,229966,North,Pune,Returning,Food,1.0,190.13,20.0,44123.373
29967,2021-02-06,229967,East,Kolkata,New,Food,1.0,8905.26,25.0,44123.373
29968,2023-08-27,229968,East,Delhi,Returning,Accessories,2.0,22730.41,20.0,36368.656
29969,2023-03-28,229969,East,Ahmedabad,Returning,Clothing,8.0,41203.96,20.0,329631.68
29970,2023-06-13,229970,East,Kolkata,New,Furniture,2.0,7676.97,20.0,15353.94
29971,2021-09-22,229971,East,Delhi,New,Furniture,8.0,7358.44,20.0,47094.016
29972,2022-03-14,229972,North,Chennai,New,Electronics,8.0,42486.38,10.0,47094.016
29973,2021-03-06,229973,North,Hyderabad,New,Furniture,1.0,44406.0,15.0,37745.1
29974,2021-07-07,229974,East,Kolkata,New,Food,5.0,45683.08,0.0,228415.4
29975,2023-04-28,229975,East,Kolkata,Returning,Clothing,7.0,8905.26,25.0,46752.615
29976,2022-02-12,229976,East,Bengaluru,Returning,Electronics,6.0,3925.39,15.0,20019.489
29977,2023-06-12,229977,East,Ahmedabad,New,Electronics,7.0,3343.51,25.0,17553.4275
29978,2021-12-31,229978,East,Kolkata,Returning,Furniture,7.0,34430.69,5.0,17553.4275
29979,2021-05-31,229979,West,Kolkata,New,Furniture,6.0,11730.85,0.0,70385.1
29980,2022-11-15,229980,West,Kolkata,New,Accessories,9.0,24356.89,0.0,219212.01
29981,2022-01-27,229981,West,Mumbai,Returning,Food,8.0,48150.67,15.0,327424.556
29982,2022-08-15,229982,East,Bengaluru,New,Food,8.0,46607.98,5.0,327424.556
29983,2022-04-30,229983,North,Chennai,New,Clothing,7.0,27493.61,25.0,144341.4525
29984,2023-08-31,229984,South,Bengaluru,Returning,Furniture,9.0,29476.35,20.0,212229.72
29985,2022-05-26,229985,South,Ahmedabad,New,Food,8.0,44764.05,15.0,304395.54
29986,2022-11-21,229986,West,Mumbai,Returning,Clothing,8.0,10728.33,5.0,304395.54
29987,2021-01-17,229987,North,Ahmedabad,New,Electronics,7.0,31748.23,25.0,166678.2075
29988,2022-03-24,229988,South,Bengaluru,Returning,Electronics,2.0,47155.69,25.0,94311.38
29989,2022-08-16,229989,East,Bengaluru,Returning,Accessories,5.0,13531.9,15.0,57510.575
29990,2022-09-14,229990,East,Kolkata,Returning,Accessories,8.0,27607.91,25.0,165647.46
29991,2022-10-10,229991,Central,Hyderabad,New,Furniture,2.0,10417.23,15.0,17709.291
29992,2021-09-26,229992,West,Ahmedabad,New,Accessories,1.0,11673.93,10.0,10506.537
29993,2022-09-11,229993,North,Chennai,New,Accessories,5.0,10316.71,0.0,51583.55
29994,2022-10-18,229994,South,Hyderabad,Returning,Accessories,5.0,12667.48,10.0,57003.66
29995,2023-08-07,229995,Central,Delhi,New,Electronics,6.0,29718.7,10.0,160480.98
29996,2023-01-09,229996,East,Delhi,New,Clothing,1.0,5739.99,5.0,5452.9905
29997,2021-12-22,229997,West,Pune,New,Clothing,4.0,4589.52,10.0,16522.272
29998,2022-11-24,229998,South,Hyderabad,New,Furniture,4.0,7358.44,10.0,26490.384
29999,2023-05-22,229999,North,Pune,Returning,Accessories,7.0,11261.43,10.0,78830.01
30000,2022-02-15,230000,South,Ahmedabad,Returning,Furniture,7.0,10728.33,5.0,78830.01
30001,2022-12-17,230001,Central,Mumbai,Returning,Electronics,7.0,11730.85,20.0,78830.01
30002,2021-12-30,230002,South,Kolkata,New,Electronics,8.0,47688.58,0.0,381508.64
30003,2022-04-19,230003,Central,Chennai,Returning,Food,7.0,40261.37,10.0,253646.631
30004,2021-03-26,230004,Central,Pune,Returning,Food,8.0,42481.96,25.0,254891.76
30005,2022-05-08,230005,Central,Bengaluru,New,Food,8.0,5586.95,20.0,254891.76
30006,2022-05-05,230006,South,Kolkata,New,Accessories,6.0,48292.22,5.0,275265.654
30007,2022-04-14,230007,Central,Chennai,Returning,Accessories,5.0,28612.09,25.0,107295.3375
30008,2022-06-11,230008,North,Delhi,New,Clothing,6.0,16066.22,25.0,72297.99
30009,2021-12-01,230009,North,Mumbai,Returning,Electronics,6.0,44406.0,15.0,72297.99
30010,2021-05-09,230010,East,Mumbai,New,Accessories,6.0,46357.76,15.0,72297.99
30011,2021-05-11,230011,East,Pune,Returning,Electronics,4.0,1371.52,5.0,5211.776
30012,2022-03-20,230012,South,Hyderabad,Returning,Food,4.0,429.0,15.0,5211.776
30013,2023-03-25,230013,South,Ahmedabad,Returning,Clothing,3.0,11801.42,10.0,31863.834
30014,2021-12-13,230014,East,Chennai,Returning,Clothing,3.0,645.09,5.0,1838.5065
30015,2021-12-23,230015,South,Hyderabad,New,Clothing,3.0,27242.53,25.0,1838.5065
30016,2023-09-27,230016,North,Mumbai,New,Food,9.0,32655.63,10.0,264510.603
30017,2021-04-29,230017,Central,Kolkata,Returning,Accessories,8.0,7890.24,5.0,59965.824
30018,2021-03-25,230018,West,Delhi,Returning,Clothing,5.0,4644.38,5.0,23221.9
30019,2022-05-24,230019,West,Bengaluru,Returning,Food,5.0,44476.87,10.0,23221.9
30020,2021-02-25,230020,West,Bengaluru,Returning,Furniture,9.0,41894.01,10.0,339341.481
30021,2023-03-08,230021,Central,Chennai,Returning,Furniture,9.0,29548.32,25.0,199451.16
30022,2021-06-20,230022,West,Bengaluru,New,Accessories,2.0,4589.52,10.0,8261.136
30023,2021-02-11,230023,East,Bengaluru,New,Furniture,5.0,4644.38,5.0,22060.805
30024,2021-06-03,230024,East,Hyderabad,New,Electronics,9.0,17052.15,5.0,145795.8825
30025,2021-02-19,230025,East,Mumbai,Returning,Accessories,9.0,41316.06,25.0,278883.405
30026,2021-04-13,230026,East,Bengaluru,New,Accessories,7.0,19844.0,0.0,138908.0
30027,2023-06-10,230027,East,Hyderabad,Returning,Accessories,1.0,5561.99,25.0,4171.4925
30028,2022-01-23,230028,Central,Hyderabad,New,Furniture,7.0,34036.26,25.0,178690.365
30029,2021-05-13,230029,Central,Chennai,Returning,Food,7.0,45204.56,25.0,316431.92
30030,2023-04-12,230030,Central,Chennai,New,Accessories,2.0,23515.03,0.0,47030.06
30031,2021-10-26,230031,North,Delhi,New,Clothing,4.0,41727.61,25.0,125182.83
30032,2023-07-10,230032,East,Delhi,Returning,Furniture,3.0,37656.53,10.0,101672.631
30033,2021-10-27,230033,East,Ahmedabad,Returning,Food,9.0,41316.06,15.0,316067.859
30034,2021-08-23,230034,Central,Bengaluru,New,Food,3.0,13318.06,0.0,39954.18
30035,2022-11-23,230035,Central,Pune,New,Food,9.0,31449.34,25.0,212283.045
30036,2022-05-13,230036,West,Bengaluru,Returning,Furniture,5.0,29741.44,20.0,118965.76
30037,2023-08-05,230037,Central,Chennai,Returning,Clothing,3.0,6764.7,15.0,17249.985
30038,2023-05-11,230038,South,Hyderabad,New,Furniture,1.0,49025.97,25.0,36769.4775
30039,2023-03-20,230039,East,Kolkata,Returning,Furniture,4.0,40229.84,5.0,152873.392
30040,2023-02-16,230040,North,Chennai,Returning,Food,5.0,48150.67,25.0,180565.0125
30041,2021-01-06,230041,East,Mumbai,Returning,Furniture,9.0,26763.26,25.0,180652.005
30042,2022-11-04,230042,West,Mumbai,Returning,Clothing,9.0,44918.72,15.0,180652.005
30043,2022-07-12,230043,West,Chennai,Returning,Accessories,4.0,11591.23,15.0,39410.182
30044,2022-05-18,230044,Central,Hyderabad,Returning,Clothing,7.0,40448.33,10.0,254824.479
30045,2021-12-09,230045,North,Chennai,Returning,Clothing,8.0,26719.51,10.0,192380.472
30046,2022-12-18,230046,North,Ahmedabad,New,Clothing,3.0,4817.85,25.0,10840.1625
30047,2021-07-06,230047,Central,Hyderabad,Returning,Accessories,2.0,28783.88,10.0,51810.984
30048,2023-03-12,230048,South,Chennai,Returning,Electronics,2.0,13490.22,5.0,51810.984
30049,2023-05-04,230049,North,Mumbai,Returning,Electronics,6.0,30297.19,5.0,172693.983
30050,2021-10-11,230050,West,Bengaluru,Returning,Food,7.0,190.13,5.0,1264.3645
30051,2021-03-21,230051,East,Bengaluru,Returning,Furniture,1.0,645.09,25.0,483.8175
30052,2022-09-29,230052,Central,Pune,Returning,Clothing,5.0,10471.68,0.0,52358.4
30053,2021-06-22,230053,South,Mumbai,Returning,Food,5.0,29476.35,10.0,52358.4
30054,2021-09-14,230054,South,Chennai,Returning,Accessories,1.0,22887.18,10.0,22887.18
30055,2022-05-26,230055,East,Kolkata,Returning,Clothing,8.0,12222.3,0.0,97778.4
30056,2022-03-27,230056,West,Pune,Returning,Food,3.0,190.13,25.0,427.7925
30057,2022-12-29,230057,West,Ahmedabad,Returning,Electronics,4.0,40261.37,10.0,144940.932
30058,2021-05-14,230058,West,Pune,New,Food,7.0,12222.3,10.0,77000.49
30059,2022-09-27,230059,East,Ahmedabad,New,Food,1.0,4817.85,5.0,4576.9575
30060,2023-08-29,230060,East,Bengaluru,New,Clothing,6.0,8876.0,20.0,42604.8
30061,2023-08-07,230061,South,Mumbai,New,Clothing,8.0,24356.89,0.0,194855.12
30062,2023-03-04,230062,East,Ahmedabad,New,Food,8.0,28612.09,10.0,194855.12
30063,2021-02-23,230063,Central,Chennai,Returning,Clothing,8.0,8969.87,20.0,194855.12
30064,2022-08-05,230064,West,Hyderabad,New,Furniture,4.0,3925.39,15.0,13346.326
30065,2023-06-07,230065,West,Hyderabad,New,Accessories,9.0,44949.73,20.0,323638.056
30066,2021-05-07,230066,South,Kolkata,New,Accessories,4.0,16066.22,5.0,61051.636
30067,2023-07-11,230067,North,Delhi,New,Clothing,9.0,41794.85,0.0,376153.65
30068,2021-08-09,230068,South,Delhi,Returning,Electronics,5.0,47416.2,15.0,201518.85
30069,2023-02-17,230069,West,Mumbai,New,Food,7.0,32125.27,0.0,224876.89
30070,2022-02-24,230070,West,Pune,New,Accessories,7.0,27607.91,25.0,224876.89
30071,2022-05-15,230071,South,Hyderabad,New,Accessories,5.0,43009.0,20.0,172036.0
30072,2023-08-06,230072,East,Mumbai,Returning,Food,4.0,26309.82,25.0,78929.46
30073,2023-05-15,230073,Central,Pune,Returning,Food,3.0,47419.94,25.0,142259.82
30074,2021-03-15,230074,Central,Bengaluru,Returning,Clothing,3.0,32152.9,20.0,142259.82
30075,2021-08-29,230075,North,Ahmedabad,Returning,Electronics,4.0,38055.92,20.0,121778.944
30076,2022-05-06,230076,East,Hyderabad,New,Clothing,1.0,27630.42,0.0,27630.42
30077,2023-04-16,230077,South,Hyderabad,Returning,Food,7.0,31449.34,25.0,165109.035
30078,2023-06-04,230078,South,Bengaluru,Returning,Furniture,8.0,32287.38,20.0,206639.232
30079,2023-05-02,230079,East,Mumbai,New,Electronics,2.0,31231.11,15.0,53092.887
30080,2022-03-10,230080,East,Ahmedabad,Returning,Electronics,8.0,25249.35,5.0,191895.06
30081,2022-01-26,230081,Central,Hyderabad,Returning,Furniture,1.0,34036.26,15.0,28930.821
30082,2023-05-13,230082,Central,Kolkata,Returning,Furniture,1.0,40741.71,20.0,28930.821
30083,2022-05-21,230083,Central,Bengaluru,New,Electronics,5.0,22730.41,5.0,107969.4475
30084,2022-05-03,230084,Central,Chennai,Returning,Electronics,5.0,28612.09,20.0,114448.36
30085,2023-03-19,230085,Central,Mumbai,New,Food,9.0,2739.55,10.0,22190.355
30086,2023-08-27,230086,Central,Pune,New,Clothing,3.0,43009.0,10.0,116124.3
30087,2021-08-14,230087,Central,Hyderabad,Returning,Food,5.0,40448.33,10.0,202241.65
30088,2021-05-19,230088,Central,Hyderabad,Returning,Electronics,6.0,49025.97,20.0,235324.656
30089,2021-09-11,230089,North,Delhi,Returning,Furniture,4.0,46607.98,20.0,149145.536
30090,2021-06-11,230090,North,Hyderabad,New,Food,4.0,16906.45,20.0,67625.8
30091,2022-03-05,230091,North,Bengaluru,Returning,Electronics,4.0,34575.21,0.0,67625.8
30092,2022-03-07,230092,West,Pune,New,Electronics,3.0,29503.21,10.0,79658.667
30093,2023-07-14,230093,East,Mumbai,Returning,Accessories,3.0,39962.11,25.0,89914.7475
30094,2022-07-11,230094,South,Pune,Returning,Furniture,2.0,26719.51,20.0,42751.216
30095,2022-08-03,230095,North,Ahmedabad,New,Food,7.0,30796.9,0.0,215578.3
30096,2022-09-23,230096,Central,Bengaluru,New,Accessories,4.0,11678.7,10.0,42043.32
30097,2022-11-27,230097,Central,Chennai,Returning,Clothing,4.0,5303.18,10.0,42043.32
30098,2022-08-11,230098,Central,Pune,Returning,Food,4.0,29741.44,5.0,42043.32
30099,2023-03-02,230099,Central,Bengaluru,New,Electronics,6.0,37656.53,5.0,214642.221
30100,2022-07-03,230100,South,Hyderabad,Returning,Electronics,6.0,13318.06,0.0,79908.36
30101,2023-04-16,230101,North,Hyderabad,New,Food,3.0,34798.88,10.0,93956.976
30102,2023-03-18,230102,Central,Hyderabad,New,Food,3.0,10316.71,15.0,93956.976
30103,2022-04-22,230103,North,Delhi,Returning,Food,4.0,47155.69,20.0,150898.208
30104,2021-11-13,230104,South,Delhi,Returning,Electronics,6.0,25039.55,25.0,112677.975
30105,2021-05-20,230105,South,Chennai,New,Electronics,2.0,38357.85,0.0,76715.7
30106,2021-01-17,230106,South,Chennai,New,Furniture,2.0,38055.92,0.0,76715.7
30107,2022-12-26,230107,Central,Hyderabad,Returning,Furniture,5.0,8905.26,20.0,35621.04
30108,2022-06-13,230108,Central,Chennai,New,Electronics,5.0,49025.97,0.0,35621.04
30109,2021-09-08,230109,Central,Ahmedabad,New,Accessories,1.0,31449.34,15.0,26731.939
30110,2022-01-31,230110,East,Chennai,Returning,Accessories,1.0,23148.03,25.0,26731.939
30111,2021-06-27,230111,South,Mumbai,New,Electronics,5.0,34459.76,20.0,137839.04
30112,2021-09-05,230112,East,Delhi,Returning,Clothing,7.0,23515.03,15.0,139914.4285
30113,2021-03-29,230113,North,Ahmedabad,New,Furniture,8.0,13318.06,20.0,85235.584
30114,2021-03-13,230114,Central,Chennai,New,Furniture,6.0,36689.49,0.0,220136.94
30115,2021-08-08,230115,Central,Pune,New,Accessories,1.0,7890.24,20.0,6312.192
30116,2022-03-18,230116,Central,Bengaluru,New,Accessories,4.0,17036.91,25.0,51110.73
30117,2021-06-12,230117,South,Ahmedabad,Returning,Accessories,4.0,24849.97,25.0,51110.73
30118,2022-03-23,230118,South,Delhi,New,Clothing,4.0,5303.18,25.0,21212.72
30119,2023-04-15,230119,Central,Delhi,Returning,Food,4.0,41264.36,0.0,21212.72
30120,2021-07-01,230120,South,Mumbai,New,Furniture,3.0,23152.83,10.0,62512.641
30121,2021-06-06,230121,South,Mumbai,Returning,Accessories,3.0,17036.91,5.0,62512.641
30122,2021-03-28,230122,North,Delhi,Returning,Food,3.0,17695.26,10.0,62512.641
30123,2021-07-31,230123,North,Pune,New,Accessories,5.0,47419.94,15.0,201534.745
30124,2022-04-19,230124,North,Mumbai,Returning,Furniture,3.0,22730.41,25.0,51143.4225
30125,2022-06-21,230125,Central,Hyderabad,Returning,Furniture,9.0,47358.33,0.0,426224.97
30126,2023-01-13,230126,Central,Bengaluru,New,Accessories,6.0,41894.01,25.0,188523.045
30127,2022-02-09,230127,East,Mumbai,New,Electronics,6.0,17052.15,5.0,97197.255
30128,2021-03-29,230128,West,Delhi,Returning,Electronics,6.0,429.0,0.0,97197.255
30129,2021-02-03,230129,East,Mumbai,New,Electronics,9.0,42716.33,10.0,346002.273
30130,2021-09-24,230130,South,Mumbai,New,Food,9.0,28612.09,10.0,346002.273
30131,2022-09-25,230131,North,Delhi,New,Furniture,9.0,16722.74,5.0,346002.273
30132,2022-01-20,230132,Central,Mumbai,Returning,Furniture,5.0,25527.5,10.0,114873.75
30133,2023-01-17,230133,Central,Bengaluru,Returning,Furniture,6.0,25249.35,25.0,113622.075
30134,2021-06-30,230134,Central,Delhi,Returning,Food,6.0,16885.59,0.0,101313.54
30135,2021-10-15,230135,Central,Hyderabad,Returning,Accessories,1.0,13345.54,5.0,12678.263
30136,2021-03-16,230136,East,Hyderabad,Returning,Electronics,1.0,29548.32,15.0,12678.263
30137,2022-11-13,230137,East,Mumbai,New,Accessories,1.0,47804.19,0.0,12678.263
30138,2023-01-22,230138,East,Delhi,New,Accessories,7.0,26719.23,20.0,149627.688
30139,2022-07-06,230139,West,Delhi,Returning,Accessories,9.0,24356.89,25.0,164409.0075
30140,2023-04-07,230140,Central,Ahmedabad,New,Clothing,4.0,47688.58,5.0,181216.604
30141,2021-08-07,230141,North,Ahmedabad,Returning,Furniture,1.0,34798.88,20.0,27839.104
30142,2021-06-30,230142,North,Kolkata,New,Accessories,4.0,16906.45,10.0,60863.22
30143,2022-03-18,230143,East,Chennai,Returning,Electronics,4.0,14553.86,0.0,60863.22
30144,2021-01-06,230144,West,Delhi,Returning,Clothing,4.0,42828.99,0.0,60863.22
30145,2022-10-24,230145,North,Ahmedabad,New,Electronics,4.0,41727.61,5.0,60863.22
30146,2021-09-09,230146,North,Chennai,Returning,Accessories,3.0,7570.71,20.0,18169.704
30147,2021-10-17,230147,Central,Chennai,Returning,Electronics,4.0,25527.5,10.0,91899.0
30148,2021-07-22,230148,North,Pune,New,Furniture,7.0,15518.81,20.0,86905.336
30149,2022-12-03,230149,East,Kolkata,New,Furniture,7.0,7417.97,10.0,86905.336
30150,2021-10-11,230150,East,Bengaluru,New,Electronics,7.0,16722.74,10.0,86905.336
30151,2023-07-01,230151,Central,Ahmedabad,New,Food,7.0,14553.86,0.0,101877.02
30152,2022-07-15,230152,North,Delhi,Returning,Furniture,7.0,28612.09,0.0,200284.63
30153,2022-06-09,230153,Central,Pune,Returning,Furniture,7.0,26127.14,10.0,200284.63
30154,2021-08-28,230154,Central,Hyderabad,New,Furniture,6.0,22803.0,25.0,102613.5
30155,2022-08-23,230155,South,Hyderabad,New,Accessories,2.0,7890.24,20.0,12624.384
30156,2021-12-29,230156,East,Ahmedabad,New,Clothing,4.0,34459.76,15.0,117163.184
30157,2022-02-03,230157,East,Chennai,New,Accessories,2.0,11673.93,0.0,23347.86
30158,2021-08-12,230158,North,Ahmedabad,Returning,Electronics,1.0,35090.68,0.0,35090.68
30159,2023-03-31,230159,North,Bengaluru,New,Clothing,3.0,34036.26,5.0,97003.341
30160,2023-01-07,230160,East,Kolkata,Returning,Clothing,9.0,2739.55,5.0,23423.1525
30161,2021-10-08,230161,North,Hyderabad,New,Electronics,2.0,20479.21,10.0,36862.578
30162,2022-11-26,230162,Central,Mumbai,New,Accessories,2.0,32287.38,5.0,61346.022
30163,2023-01-01,230163,East,Hyderabad,New,Accessories,1.0,16066.22,10.0,14459.598
30164,2022-01-10,230164,East,Pune,New,Accessories,1.0,11801.42,0.0,14459.598
30165,2021-09-15,230165,East,Bengaluru,Returning,Food,2.0,29718.7,5.0,56465.53
30166,2022-03-17,230166,South,Hyderabad,New,Accessories,5.0,32655.63,20.0,130622.52
30167,2021-10-15,230167,South,Kolkata,Returning,Accessories,6.0,29548.32,10.0,159560.928
30168,2021-05-06,230168,North,Bengaluru,Returning,Electronics,9.0,23152.83,5.0,197956.6965
30169,2023-09-03,230169,South,Ahmedabad,New,Food,6.0,34369.73,25.0,154663.785
30170,2022-07-10,230170,South,Chennai,Returning,Accessories,6.0,19844.0,25.0,154663.785
30171,2021-10-07,230171,North,Bengaluru,Returning,Clothing,6.0,1357.94,10.0,7332.876
30172,2022-08-04,230172,East,Chennai,Returning,Clothing,3.0,26309.82,10.0,78929.46
30173,2023-09-14,230173,North,Delhi,New,Accessories,6.0,34430.69,5.0,196254.933
30174,2021-12-28,230174,West,Bengaluru,New,Electronics,6.0,46607.98,15.0,237700.698
30175,2021-11-25,230175,South,Mumbai,New,Food,4.0,48150.67,0.0,192602.68
30176,2023-06-03,230176,East,Chennai,Returning,Clothing,6.0,25364.68,20.0,121750.464
30177,2021-11-23,230177,West,Delhi,Returning,Food,6.0,3435.83,25.0,121750.464
30178,2021-07-08,230178,East,Pune,New,Food,2.0,29476.35,15.0,50109.795
30179,2022-02-17,230179,South,Kolkata,Returning,Food,2.0,16885.59,5.0,32082.621
30180,2022-12-18,230180,South,Pune,New,Accessories,1.0,8876.0,15.0,7544.6
30181,2021-05-18,230181,South,Mumbai,New,Food,9.0,47649.32,5.0,407401.686
30182,2021-09-11,230182,South,Mumbai,New,Accessories,5.0,40741.71,15.0,173152.2675
30183,2023-04-16,230183,West,Delhi,Returning,Clothing,6.0,429.0,20.0,2059.2
30184,2021-11-01,230184,West,Delhi,New,Accessories,6.0,12867.88,20.0,2059.2
30185,2021-01-31,230185,West,Pune,New,Clothing,2.0,40741.71,5.0,77409.249
30186,2021-11-08,230186,West,Delhi,New,Accessories,9.0,41229.24,25.0,278297.37
30187,2022-09-05,230187,West,Chennai,New,Electronics,4.0,29718.7,0.0,118874.8
30188,2023-08-10,230188,North,Chennai,Returning,Furniture,7.0,11261.43,20.0,63064.008
30189,2021-08-30,230189,Central,Kolkata,Returning,Food,7.0,24682.04,25.0,63064.008
30190,2022-04-25,230190,West,Mumbai,Returning,Furniture,5.0,6764.7,20.0,27058.8
30191,2022-05-24,230191,South,Delhi,New,Electronics,2.0,1928.25,15.0,3278.025
30192,2021-02-24,230192,South,Mumbai,New,Accessories,2.0,29741.44,0.0,59482.88
30193,2023-01-27,230193,East,Hyderabad,New,Furniture,7.0,41229.24,15.0,245313.978
30194,2022-10-09,230194,North,Pune,Returning,Furniture,7.0,34798.88,20.0,245313.978
30195,2021-09-14,230195,North,Kolkata,Returning,Electronics,7.0,29718.7,25.0,245313.978
30196,2021-03-23,230196,South,Delhi,New,Accessories,1.0,12667.48,20.0,10133.984
30197,2022-04-11,230197,South,Pune,New,Accessories,5.0,27015.97,25.0,101309.8875
30198,2022-11-17,230198,South,Ahmedabad,New,Clothing,1.0,31367.81,20.0,25094.248
30199,2021-02-19,230199,East,Hyderabad,Returning,Clothing,8.0,26127.14,5.0,198566.264
30200,2022-03-26,230200,West,Pune,Returning,Food,7.0,44764.05,5.0,297680.9325
30201,2023-02-08,230201,South,Delhi,Returning,Food,8.0,41692.24,20.0,266830.336
30202,2023-06-26,230202,South,Chennai,New,Electronics,9.0,38055.92,5.0,325378.116
30203,2022-11-13,230203,South,Chennai,New,Accessories,4.0,17695.26,5.0,70781.04
30204,2021-12-22,230204,East,Delhi,Returning,Clothing,1.0,23932.92,15.0,20342.982
30205,2023-02-05,230205,North,Delhi,Returning,Accessories,2.0,14553.86,20.0,23286.176
30206,2021-07-05,230206,North,Ahmedabad,Returning,Electronics,8.0,25249.35,25.0,151496.1
30207,2022-10-17,230207,North,Chennai,Returning,Accessories,9.0,7570.71,20.0,54509.112
30208,2021-06-26,230208,West,Pune,New,Accessories,1.0,15518.81,25.0,11639.1075
30209,2023-04-26,230209,Central,Pune,New,Furniture,1.0,40448.33,5.0,11639.1075
30210,2021-03-10,230210,West,Mumbai,New,Accessories,2.0,16722.74,25.0,25084.11
30211,2023-02-14,230211,West,Hyderabad,New,Food,3.0,41316.06,0.0,123948.18
30212,2022-12-09,230212,North,Pune,Returning,Clothing,1.0,39962.11,20.0,31969.688
30213,2022-01-31,230213,West,Kolkata,New,Accessories,9.0,7417.97,5.0,63423.6435
30214,2022-10-27,230214,South,Kolkata,New,Accessories,9.0,8905.26,5.0,63423.6435
30215,2021-10-29,230215,East,Chennai,New,Clothing,9.0,25364.68,10.0,205453.908
30216,2022-07-14,230216,North,Ahmedabad,New,Accessories,9.0,31449.34,5.0,205453.908
30217,2021-11-16,230217,East,Ahmedabad,Returning,Electronics,4.0,16722.74,0.0,66890.96
30218,2022-05-07,230218,East,Hyderabad,Returning,Electronics,2.0,38055.92,0.0,76111.84
30219,2022-06-02,230219,West,Bengaluru,Returning,Electronics,2.0,24153.93,25.0,76111.84
30220,2023-06-02,230220,Central,Kolkata,New,Electronics,4.0,12667.48,0.0,50669.92
30221,2022-08-12,230221,West,Pune,New,Furniture,6.0,39245.1,0.0,235470.6
30222,2023-05-24,230222,North,Chennai,New,Clothing,6.0,11617.44,10.0,235470.6
30223,2023-02-04,230223,Central,Ahmedabad,New,Clothing,4.0,42828.99,0.0,171315.96
30224,2021-04-20,230224,North,Delhi,New,Electronics,1.0,7179.65,10.0,6461.685
30225,2023-03-24,230225,West,Hyderabad,Returning,Food,6.0,7417.97,10.0,40057.038
30226,2023-02-17,230226,Central,Hyderabad,New,Food,9.0,28294.94,0.0,254654.46
30227,2023-01-22,230227,East,Pune,New,Accessories,4.0,27493.61,0.0,109974.44
30228,2023-03-17,230228,Central,Hyderabad,Returning,Clothing,4.0,41229.24,0.0,109974.44
30229,2021-10-16,230229,Central,Chennai,Returning,Clothing,2.0,11591.23,25.0,17386.845
30230,2023-07-05,230230,North,Bengaluru,New,Electronics,3.0,34236.77,20.0,82168.248
30231,2022-01-08,230231,East,Mumbai,New,Food,3.0,10611.21,10.0,82168.248
30232,2021-03-05,230232,Central,Delhi,Returning,Furniture,4.0,30574.14,15.0,103952.076
30233,2023-03-16,230233,South,Chennai,New,Food,2.0,11704.73,5.0,22238.987
30234,2021-01-05,230234,South,Kolkata,Returning,Furniture,4.0,34369.73,25.0,103109.19
30235,2022-04-30,230235,North,Chennai,New,Accessories,1.0,40448.33,25.0,30336.2475
30236,2022-05-17,230236,West,Delhi,New,Clothing,1.0,42481.96,25.0,31861.47
30237,2021-01-16,230237,West,Delhi,New,Furniture,8.0,24682.04,5.0,187583.504
30238,2022-01-24,230238,Central,Hyderabad,New,Food,4.0,38685.28,20.0,123792.896
30239,2022-03-18,230239,East,Pune,New,Furniture,4.0,38685.28,20.0,123792.896
30240,2021-08-08,230240,East,Pune,Returning,Clothing,5.0,26309.82,5.0,124971.645
30241,2021-12-07,230241,South,Hyderabad,Returning,Clothing,5.0,1371.52,5.0,124971.645
30242,2022-08-31,230242,South,Mumbai,Returning,Accessories,7.0,44918.72,25.0,235823.28
30243,2022-08-07,230243,West,Ahmedabad,New,Accessories,8.0,23932.92,10.0,172317.024
30244,2022-08-29,230244,North,Delhi,Returning,Furniture,3.0,41229.24,10.0,111318.948
30245,2021-11-19,230245,North,Ahmedabad,New,Food,4.0,35520.71,0.0,142082.84
30246,2021-08-03,230246,North,Kolkata,New,Food,8.0,1928.25,25.0,11569.5
30247,2021-03-14,230247,Central,Kolkata,New,Electronics,3.0,3343.51,15.0,8525.9505
30248,2021-03-03,230248,West,Hyderabad,New,Clothing,2.0,47419.94,10.0,85355.892
30249,2021-01-16,230249,South,Chennai,Returning,Food,2.0,4644.38,15.0,7895.446
30250,2022-03-06,230250,West,Pune,Returning,Clothing,2.0,44918.72,15.0,7895.446
30251,2021-07-29,230251,South,Kolkata,Returning,Accessories,2.0,46398.17,0.0,92796.34
